"n stations","Marsh Shoreline (km)","Eroded Marsh Sediment Volume Deep Bank & Large Erosion (m^3/yr)","Eroded Marsh Sediment Volume Deep Bank & Small Erosion (m^3/yr)","Eroded Marsh Sediment Volume Shallow Bank & Large Erosion (m^3/yr)","Eroded Marsh Sediment Volume Shllow Bank & Small Erosion (m^3/yr)","Eroded Marsh Sediment Carbon Deep Bank & Large Erosion (kg/yr)","Eroded Marsh Sediment Carbon Deep Bank & Small Erosion (kg/yr)","Eroded Marsh Sediment Carbon Shallow Bank & Large Erosion (kg/yr)","Eroded Marsh Sediment Carbon Shllow Bank & Small Erosion (kg/yr)","Eroded Carbon Decomposed Shallow Bank & Large Erosion (kg/yr)","Eroded Carbon Decomposed Shallow Bank & Large Erosion SD (kg/yr)","Eroded Carbon Decomposed Deep Bank & Large Erosion (kg/yr)","Eroded Carbon Decomposed Deep Bank & Large Erosion SD (kg/yr)","Eroded Carbon Decomposed Shallow Bank & Small Erosion (kg/yr)","Eroded Carbon Decomposed Shallow Bank & Small Erosion SD (kg/yr)","Eroded Carbon Decomposed Deep Bank & Small Erosion (kg/yr)","Eroded Carbon Decomposed Deep Bank & Small Erosion SD (kg/yr)"
155,142362,12812580,4270860,4270860,1423620,345939660,115313220,115313220,38437740,24762386.783388,125525.999251169,62843782.4164651,402745.208057748,8254128.92779601,41841.9997503898,20947927.472155,402745.208057748
